"Overall","variable","sp","season","climate","method"
37.381635006164,"ICE","IYA","winter","ACCESS1-0","ann"
47.3668051843444,"SST","IYA","winter","ACCESS1-0","ann"
11.4897906641376,"WINu","IYA","winter","ACCESS1-0","ann"
32.463863099861,"WINv","IYA","winter","ACCESS1-0","ann"
32.2284876848316,"WIN","IYA","winter","ACCESS1-0","ann"
78.9863581935351,"CURu","IYA","winter","ACCESS1-0","ann"
90.8329119315666,"CURv","IYA","winter","ACCESS1-0","ann"
21.3147271256696,"CUR","IYA","winter","ACCESS1-0","ann"
47.8828461256401,"SSH","IYA","winter","ACCESS1-0","ann"
0,"SSHg","IYA","winter","ACCESS1-0","ann"
75.8202637522708,"SSTg","IYA","winter","ACCESS1-0","ann"
100,"DEP","IYA","winter","ACCESS1-0","ann"
