"Overall","variable","sp","climate","season","method"
0,"ICE","LMS","CMCC-CM","summer","rf"
69.4311393818317,"SST","LMS","CMCC-CM","summer","rf"
83.5717085263583,"SSTg","LMS","CMCC-CM","summer","rf"
46.2807311863711,"WINu","LMS","CMCC-CM","summer","rf"
42.3067737007697,"WINv","LMS","CMCC-CM","summer","rf"
39.8374435448956,"CURu","LMS","CMCC-CM","summer","rf"
58.9154510719156,"CURv","LMS","CMCC-CM","summer","rf"
100,"SSH","LMS","CMCC-CM","summer","rf"
35.2235056304904,"SSHg","LMS","CMCC-CM","summer","rf"
48.1742971409014,"DEP","LMS","CMCC-CM","summer","rf"
