"Overall","variable","sp","season","climate","method"
NA,"WINu","SFS","winter","EC-EARTH","gam"
NA,"WINv","SFS","winter","EC-EARTH","gam"
NA,"WIN","SFS","winter","EC-EARTH","gam"
NA,"DEP","SFS","winter","EC-EARTH","gam"
NA,"CURu","SFS","winter","EC-EARTH","gam"
NA,"CURv","SFS","winter","EC-EARTH","gam"
NA,"CUR","SFS","winter","EC-EARTH","gam"
NA,"SSH","SFS","winter","EC-EARTH","gam"
NA,"SSTg","SFS","winter","EC-EARTH","gam"
NA,"SST","SFS","winter","EC-EARTH","gam"
NA,"SSHg","SFS","winter","EC-EARTH","gam"
