"Overall","variable","sp","season","climate","method"
0,"ICE","LMS","winter","ACCESS1-0","gam"
0,"DEP","LMS","winter","ACCESS1-0","gam"
NA,"WINu","LMS","winter","ACCESS1-0","gam"
0,"WINv","LMS","winter","ACCESS1-0","gam"
NA,"WIN","LMS","winter","ACCESS1-0","gam"
0,"CURu","LMS","winter","ACCESS1-0","gam"
NA,"CURv","LMS","winter","ACCESS1-0","gam"
NA,"CUR","LMS","winter","ACCESS1-0","gam"
NA,"SST","LMS","winter","ACCESS1-0","gam"
NA,"SSH","LMS","winter","ACCESS1-0","gam"
0,"SSHg","LMS","winter","ACCESS1-0","gam"
NA,"SSTg","LMS","winter","ACCESS1-0","gam"
