"Overall","variable","sp","season","climate","method"
NA,"WINu","SFS","summer","MIROC-ESM","gam"
NA,"WINv","SFS","summer","MIROC-ESM","gam"
NA,"WIN","SFS","summer","MIROC-ESM","gam"
NA,"SST","SFS","summer","MIROC-ESM","gam"
NA,"SSH","SFS","summer","MIROC-ESM","gam"
NA,"SSHg","SFS","summer","MIROC-ESM","gam"
NA,"SSTg","SFS","summer","MIROC-ESM","gam"
NA,"CURu","SFS","summer","MIROC-ESM","gam"
NA,"CURv","SFS","summer","MIROC-ESM","gam"
NA,"CUR","SFS","summer","MIROC-ESM","gam"
NA,"DEP","SFS","summer","MIROC-ESM","gam"
