"Overall","variable","sp","season","climate","method"
NA,"WINu","SFS","winter","CanESM2","gam"
NA,"WINv","SFS","winter","CanESM2","gam"
NA,"WIN","SFS","winter","CanESM2","gam"
NA,"CURu","SFS","winter","CanESM2","gam"
NA,"CURv","SFS","winter","CanESM2","gam"
NA,"CUR","SFS","winter","CanESM2","gam"
NA,"SSTg","SFS","winter","CanESM2","gam"
NA,"SST","SFS","winter","CanESM2","gam"
NA,"SSH","SFS","winter","CanESM2","gam"
NA,"SSHg","SFS","winter","CanESM2","gam"
NA,"DEP","SFS","winter","CanESM2","gam"
