"Overall","variable","sp","climate","season","method"
0,"ICE","LMS","BCC-CSM1.1","summer","rf"
66.5098752351229,"SST","LMS","BCC-CSM1.1","summer","rf"
45.1542652511994,"SSTg","LMS","BCC-CSM1.1","summer","rf"
29.7652381390279,"WINu","LMS","BCC-CSM1.1","summer","rf"
30.5367595093426,"WINv","LMS","BCC-CSM1.1","summer","rf"
40.2292361681163,"CURu","LMS","BCC-CSM1.1","summer","rf"
45.3071064511342,"CURv","LMS","BCC-CSM1.1","summer","rf"
100,"SSH","LMS","BCC-CSM1.1","summer","rf"
51.2249766561415,"SSHg","LMS","BCC-CSM1.1","summer","rf"
43.922656581521,"DEP","LMS","BCC-CSM1.1","summer","rf"
