"Overall","variable","sp","season","climate","method"
NA,"WINu","SES","winter","CanESM2","gam"
NA,"WINv","SES","winter","CanESM2","gam"
NA,"WIN","SES","winter","CanESM2","gam"
NA,"DEP","SES","winter","CanESM2","gam"
NA,"CUR","SES","winter","CanESM2","gam"
NA,"CURv","SES","winter","CanESM2","gam"
NA,"CURu","SES","winter","CanESM2","gam"
NA,"SST","SES","winter","CanESM2","gam"
NA,"SSH","SES","winter","CanESM2","gam"
NA,"SSHg","SES","winter","CanESM2","gam"
NA,"SSTg","SES","winter","CanESM2","gam"
