"Overall","variable","sp","season","climate","method"
NA,"DEP","LMS","winter","CMCC-CM","gam"
0,"CURu","LMS","winter","CMCC-CM","gam"
NA,"CURv","LMS","winter","CMCC-CM","gam"
NA,"SST","LMS","winter","CMCC-CM","gam"
NA,"SSHg","LMS","winter","CMCC-CM","gam"
NA,"SSH","LMS","winter","CMCC-CM","gam"
0,"SSTg","LMS","winter","CMCC-CM","gam"
NA,"CUR","LMS","winter","CMCC-CM","gam"
NA,"WINv","LMS","winter","CMCC-CM","gam"
NA,"WINu","LMS","winter","CMCC-CM","gam"
NA,"WIN","LMS","winter","CMCC-CM","gam"
