"Overall","variable","sp","season","climate","method"
NA,"WINu","WAB","winter","BCC-CSM1.1","gam"
NA,"WINv","WAB","winter","BCC-CSM1.1","gam"
NA,"WIN","WAB","winter","BCC-CSM1.1","gam"
NA,"SST","WAB","winter","BCC-CSM1.1","gam"
NA,"SSH","WAB","winter","BCC-CSM1.1","gam"
NA,"SSHg","WAB","winter","BCC-CSM1.1","gam"
NA,"SSTg","WAB","winter","BCC-CSM1.1","gam"
0,"CURu","WAB","winter","BCC-CSM1.1","gam"
NA,"CURv","WAB","winter","BCC-CSM1.1","gam"
0,"CUR","WAB","winter","BCC-CSM1.1","gam"
NA,"DEP","WAB","winter","BCC-CSM1.1","gam"
