"Overall","variable","sp","climate","season","method"
0,"ICE","SES","CMCC-CM","winter","rf"
42.6855129607253,"SST","SES","CMCC-CM","winter","rf"
41.1082081615205,"SSTg","SES","CMCC-CM","winter","rf"
49.4898467049567,"WINu","SES","CMCC-CM","winter","rf"
43.7457027982174,"WINv","SES","CMCC-CM","winter","rf"
38.2836494478277,"CURu","SES","CMCC-CM","winter","rf"
34.595100274537,"CURv","SES","CMCC-CM","winter","rf"
60.1982013631581,"SSH","SES","CMCC-CM","winter","rf"
41.5226587268308,"SSHg","SES","CMCC-CM","winter","rf"
100,"DEP","SES","CMCC-CM","winter","rf"
