"Overall","variable","sp","season","climate","method"
0,"WINu","IYA","summer","BCC-CSM1.1","gam"
0,"WINv","IYA","summer","BCC-CSM1.1","gam"
0,"WIN","IYA","summer","BCC-CSM1.1","gam"
0,"CURu","IYA","summer","BCC-CSM1.1","gam"
NA,"CURv","IYA","summer","BCC-CSM1.1","gam"
0,"CUR","IYA","summer","BCC-CSM1.1","gam"
0,"SST","IYA","summer","BCC-CSM1.1","gam"
0,"SSH","IYA","summer","BCC-CSM1.1","gam"
0,"SSHg","IYA","summer","BCC-CSM1.1","gam"
0,"SSTg","IYA","summer","BCC-CSM1.1","gam"
0,"DEP","IYA","summer","BCC-CSM1.1","gam"
