"Overall","variable","sp","season","climate","method"
NA,"SST","LMS","summer","GISS-E2-H-CC","gam"
NA,"WINu","LMS","summer","GISS-E2-H-CC","gam"
0,"WINv","LMS","summer","GISS-E2-H-CC","gam"
NA,"WIN","LMS","summer","GISS-E2-H-CC","gam"
0,"SSTg","LMS","summer","GISS-E2-H-CC","gam"
NA,"CURu","LMS","summer","GISS-E2-H-CC","gam"
0,"CURv","LMS","summer","GISS-E2-H-CC","gam"
0,"CUR","LMS","summer","GISS-E2-H-CC","gam"
0,"DEP","LMS","summer","GISS-E2-H-CC","gam"
