"Overall","variable","sp","season","climate","method"
24.0886751472057,"ICE","WAB","summer","CMCC-CM","ann"
19.7541685264575,"SST","WAB","summer","CMCC-CM","ann"
19.8448855216384,"WINu","WAB","summer","CMCC-CM","ann"
0,"WINv","WAB","summer","CMCC-CM","ann"
12.2624843654882,"WIN","WAB","summer","CMCC-CM","ann"
19.7231858791298,"CURu","WAB","summer","CMCC-CM","ann"
26.1366898907227,"CURv","WAB","summer","CMCC-CM","ann"
13.7579764212285,"CUR","WAB","summer","CMCC-CM","ann"
12.735877933131,"SSH","WAB","summer","CMCC-CM","ann"
24.4102538499742,"SSHg","WAB","summer","CMCC-CM","ann"
31.3902082402072,"SSTg","WAB","summer","CMCC-CM","ann"
100,"DEP","WAB","summer","CMCC-CM","ann"
