"Overall","variable","sp","season","climate","method"
NA,"CURv","AFS","winter","CMCC-CM","gam"
NA,"SST","AFS","winter","CMCC-CM","gam"
NA,"SSH","AFS","winter","CMCC-CM","gam"
NA,"SSHg","AFS","winter","CMCC-CM","gam"
NA,"SSTg","AFS","winter","CMCC-CM","gam"
NA,"CURu","AFS","winter","CMCC-CM","gam"
NA,"CUR","AFS","winter","CMCC-CM","gam"
NA,"WINv","AFS","winter","CMCC-CM","gam"
NA,"WINu","AFS","winter","CMCC-CM","gam"
NA,"WIN","AFS","winter","CMCC-CM","gam"
NA,"DEP","AFS","winter","CMCC-CM","gam"
