"Overall","variable","sp","climate","season","method"
0,"ICE","SES","MIROC-ESM","summer","rf"
68.4098877383812,"SST","SES","MIROC-ESM","summer","rf"
46.1007483978374,"SSTg","SES","MIROC-ESM","summer","rf"
49.086439874645,"WINu","SES","MIROC-ESM","summer","rf"
51.1529388218053,"WINv","SES","MIROC-ESM","summer","rf"
37.7917367138699,"CURu","SES","MIROC-ESM","summer","rf"
70.404179276444,"CURv","SES","MIROC-ESM","summer","rf"
100,"SSH","SES","MIROC-ESM","summer","rf"
58.3789863376449,"SSHg","SES","MIROC-ESM","summer","rf"
70.9540732003923,"DEP","SES","MIROC-ESM","summer","rf"
