"Overall","variable","sp","season","climate","method"
NA,"WINv","MAC","winter","EC-EARTH","gam"
NA,"WINu","MAC","winter","EC-EARTH","gam"
NA,"WIN","MAC","winter","EC-EARTH","gam"
NA,"CURv","MAC","winter","EC-EARTH","gam"
NA,"SSH","MAC","winter","EC-EARTH","gam"
NA,"CURu","MAC","winter","EC-EARTH","gam"
NA,"CUR","MAC","winter","EC-EARTH","gam"
NA,"SST","MAC","winter","EC-EARTH","gam"
NA,"SSHg","MAC","winter","EC-EARTH","gam"
NA,"SSTg","MAC","winter","EC-EARTH","gam"
NA,"DEP","MAC","winter","EC-EARTH","gam"
