"Overall","variable","sp","climate","season","method"
0.365158844464768,"ICE","KIN","CMCC-CM","winter","gbm"
2.28727293944742,"SST","KIN","CMCC-CM","winter","gbm"
1.95003674651501,"SSTg","KIN","CMCC-CM","winter","gbm"
0,"WIN","KIN","CMCC-CM","winter","gbm"
7.2608551838732,"WINu","KIN","CMCC-CM","winter","gbm"
6.32732215959987,"WINv","KIN","CMCC-CM","winter","gbm"
2.09415081630167,"CUR","KIN","CMCC-CM","winter","gbm"
1.84091283537711,"CURu","KIN","CMCC-CM","winter","gbm"
1.63723573730747,"CURv","KIN","CMCC-CM","winter","gbm"
100,"SSH","KIN","CMCC-CM","winter","gbm"
2.71194741794949,"SSHg","KIN","CMCC-CM","winter","gbm"
4.24157762446666,"DEP","KIN","CMCC-CM","winter","gbm"
