"Overall","variable","sp","season","climate","method"
NA,"WINu","SRP","summer","MIROC-ESM","gam"
NA,"WINv","SRP","summer","MIROC-ESM","gam"
NA,"WIN","SRP","summer","MIROC-ESM","gam"
NA,"CURu","SRP","summer","MIROC-ESM","gam"
NA,"CURv","SRP","summer","MIROC-ESM","gam"
NA,"CUR","SRP","summer","MIROC-ESM","gam"
NA,"SST","SRP","summer","MIROC-ESM","gam"
NA,"SSH","SRP","summer","MIROC-ESM","gam"
NA,"SSHg","SRP","summer","MIROC-ESM","gam"
NA,"SSTg","SRP","summer","MIROC-ESM","gam"
NA,"DEP","SRP","summer","MIROC-ESM","gam"
