"Overall","variable","sp","season","climate","method"
NA,"WINu","SFS","summer","ACCESS1-0","gam"
NA,"WINv","SFS","summer","ACCESS1-0","gam"
NA,"WIN","SFS","summer","ACCESS1-0","gam"
NA,"SST","SFS","summer","ACCESS1-0","gam"
NA,"SSH","SFS","summer","ACCESS1-0","gam"
NA,"SSHg","SFS","summer","ACCESS1-0","gam"
NA,"SSTg","SFS","summer","ACCESS1-0","gam"
NA,"CURu","SFS","summer","ACCESS1-0","gam"
NA,"CURv","SFS","summer","ACCESS1-0","gam"
NA,"CUR","SFS","summer","ACCESS1-0","gam"
NA,"DEP","SFS","summer","ACCESS1-0","gam"
