"Obs","Sim","variable","sp","season","climate","method"
5.82141699356476,5.82141699356476,"ICE","SFS","winter","BCC-CSM1.1","svm"
86.6375506095063,86.6375506095063,"SST","SFS","winter","BCC-CSM1.1","svm"
39.459695731681,39.459695731681,"WINu","SFS","winter","BCC-CSM1.1","svm"
18.9996459594012,18.9996459594012,"WINv","SFS","winter","BCC-CSM1.1","svm"
56.1939987867951,56.1939987867951,"WIN","SFS","winter","BCC-CSM1.1","svm"
25.921912716823,25.921912716823,"CURu","SFS","winter","BCC-CSM1.1","svm"
0,0,"CURv","SFS","winter","BCC-CSM1.1","svm"
23.2446074008307,23.2446074008307,"CUR","SFS","winter","BCC-CSM1.1","svm"
97.3454874777281,97.3454874777281,"SSH","SFS","winter","BCC-CSM1.1","svm"
31.4828203707744,31.4828203707744,"SSHg","SFS","winter","BCC-CSM1.1","svm"
100,100,"SSTg","SFS","winter","BCC-CSM1.1","svm"
18.9186552802358,18.9186552802358,"DEP","SFS","winter","BCC-CSM1.1","svm"
