"Overall","variable","sp","climate","season","method"
0,"ICE","SFS","CMCC-CM","summer","rf"
28.8924297534984,"SST","SFS","CMCC-CM","summer","rf"
23.9467480416683,"SSTg","SFS","CMCC-CM","summer","rf"
32.8261366167437,"WINu","SFS","CMCC-CM","summer","rf"
32.4874893309433,"WINv","SFS","CMCC-CM","summer","rf"
35.1245049470947,"CURu","SFS","CMCC-CM","summer","rf"
20.6947437447651,"CURv","SFS","CMCC-CM","summer","rf"
25.0619424405791,"SSH","SFS","CMCC-CM","summer","rf"
36.0135639162126,"SSHg","SFS","CMCC-CM","summer","rf"
100,"DEP","SFS","CMCC-CM","summer","rf"
