"Overall","variable","sp","season","climate","method"
23.2425780907217,"ICE","SRP","winter","ACCESS1-0","ann"
37.9222916975204,"SST","SRP","winter","ACCESS1-0","ann"
85.5202351946117,"WINu","SRP","winter","ACCESS1-0","ann"
17.206742295135,"WINv","SRP","winter","ACCESS1-0","ann"
63.9956480506298,"WIN","SRP","winter","ACCESS1-0","ann"
30.7355878800457,"CURu","SRP","winter","ACCESS1-0","ann"
0,"CURv","SRP","winter","ACCESS1-0","ann"
86.0149609357688,"CUR","SRP","winter","ACCESS1-0","ann"
46.214921487943,"SSH","SRP","winter","ACCESS1-0","ann"
36.5316324580711,"SSHg","SRP","winter","ACCESS1-0","ann"
22.1815232846794,"SSTg","SRP","winter","ACCESS1-0","ann"
100,"DEP","SRP","winter","ACCESS1-0","ann"
