"Overall","variable","sp","season","climate","method"
NA,"CURu","SFS","winter","CMCC-CM","gam"
NA,"SSTg","SFS","winter","CMCC-CM","gam"
NA,"SST","SFS","winter","CMCC-CM","gam"
NA,"SSH","SFS","winter","CMCC-CM","gam"
NA,"SSHg","SFS","winter","CMCC-CM","gam"
NA,"CURv","SFS","winter","CMCC-CM","gam"
NA,"DEP","SFS","winter","CMCC-CM","gam"
NA,"CUR","SFS","winter","CMCC-CM","gam"
NA,"WINv","SFS","winter","CMCC-CM","gam"
NA,"WINu","SFS","winter","CMCC-CM","gam"
NA,"WIN","SFS","winter","CMCC-CM","gam"
