"Overall","variable","sp","season","climate","method"
NA,"WINu","MAC","summer","MIROC-ESM","gam"
NA,"WINv","MAC","summer","MIROC-ESM","gam"
NA,"WIN","MAC","summer","MIROC-ESM","gam"
NA,"CURu","MAC","summer","MIROC-ESM","gam"
NA,"CURv","MAC","summer","MIROC-ESM","gam"
NA,"CUR","MAC","summer","MIROC-ESM","gam"
NA,"SST","MAC","summer","MIROC-ESM","gam"
NA,"SSH","MAC","summer","MIROC-ESM","gam"
NA,"SSHg","MAC","summer","MIROC-ESM","gam"
NA,"SSTg","MAC","summer","MIROC-ESM","gam"
NA,"DEP","MAC","summer","MIROC-ESM","gam"
