"Overall","variable","sp","climate","season","method"
0,"ICE","MAC","EC-EARTH","winter","rf"
44.9442372592937,"SST","MAC","EC-EARTH","winter","rf"
65.7573922114969,"SSTg","MAC","EC-EARTH","winter","rf"
36.8869716067203,"WINu","MAC","EC-EARTH","winter","rf"
48.5569732460768,"WINv","MAC","EC-EARTH","winter","rf"
17.4839671090982,"CURu","MAC","EC-EARTH","winter","rf"
20.0096515767516,"CURv","MAC","EC-EARTH","winter","rf"
100,"SSH","MAC","EC-EARTH","winter","rf"
20.827548628544,"SSHg","MAC","EC-EARTH","winter","rf"
25.4517204544838,"DEP","MAC","EC-EARTH","winter","rf"
