"Overall","variable","sp","climate","season","method"
0,"ICE","SES","CMCC-CM","summer","rf"
67.2728427607808,"SST","SES","CMCC-CM","summer","rf"
25.148202221342,"SSTg","SES","CMCC-CM","summer","rf"
40.3411462766744,"WINu","SES","CMCC-CM","summer","rf"
37.3481043917256,"WINv","SES","CMCC-CM","summer","rf"
43.4106224779011,"CURu","SES","CMCC-CM","summer","rf"
44.8938392096132,"CURv","SES","CMCC-CM","summer","rf"
100,"SSH","SES","CMCC-CM","summer","rf"
51.966974311139,"SSHg","SES","CMCC-CM","summer","rf"
67.0726216943965,"DEP","SES","CMCC-CM","summer","rf"
