"Obs","Sim","variable","sp","season","climate","method"
17.0150402037079,17.0150402037079,"ICE","SES","winter","EC-EARTH","svm"
100,100,"SST","SES","winter","EC-EARTH","svm"
29.9636634220656,29.9636634220656,"WINu","SES","winter","EC-EARTH","svm"
58.0819725860386,58.0819725860386,"WINv","SES","winter","EC-EARTH","svm"
35.0565455725959,35.0565455725959,"WIN","SES","winter","EC-EARTH","svm"
1.3849784872388,1.3849784872388,"CURu","SES","winter","EC-EARTH","svm"
37.5775430414091,37.5775430414091,"CURv","SES","winter","EC-EARTH","svm"
3.23176696250124,3.23176696250124,"CUR","SES","winter","EC-EARTH","svm"
94.2311006677627,94.2311006677627,"SSH","SES","winter","EC-EARTH","svm"
0,0,"SSHg","SES","winter","EC-EARTH","svm"
7.4196723129282,7.4196723129282,"SSTg","SES","winter","EC-EARTH","svm"
95.9013741615434,95.9013741615434,"DEP","SES","winter","EC-EARTH","svm"
