"Obs","Sim","variable","sp","season","climate","method"
0,0,"ICE","ORC","winter","EC-EARTH","svm"
17.6045604230996,17.6045604230996,"SST","ORC","winter","EC-EARTH","svm"
31.8968488610547,31.8968488610547,"WINu","ORC","winter","EC-EARTH","svm"
17.4086146895245,17.4086146895245,"WINv","ORC","winter","EC-EARTH","svm"
34.5191664103789,34.5191664103789,"WIN","ORC","winter","EC-EARTH","svm"
24.8337179970221,24.8337179970221,"CURu","ORC","winter","EC-EARTH","svm"
53.6773543625875,53.6773543625875,"CURv","ORC","winter","EC-EARTH","svm"
22.5240648547886,22.5240648547886,"CUR","ORC","winter","EC-EARTH","svm"
20.1225062009696,20.1225062009696,"SSH","ORC","winter","EC-EARTH","svm"
26.6069506294997,26.6069506294997,"SSHg","ORC","winter","EC-EARTH","svm"
12.5298908419805,12.5298908419805,"SSTg","ORC","winter","EC-EARTH","svm"
100,100,"DEP","ORC","winter","EC-EARTH","svm"
