"Overall","variable","sp","season","climate","method"
NA,"WINu","DMS","summer","EC-EARTH","gam"
NA,"WINv","DMS","summer","EC-EARTH","gam"
NA,"WIN","DMS","summer","EC-EARTH","gam"
NA,"SST","DMS","summer","EC-EARTH","gam"
NA,"CURu","DMS","summer","EC-EARTH","gam"
NA,"CURv","DMS","summer","EC-EARTH","gam"
NA,"CUR","DMS","summer","EC-EARTH","gam"
NA,"SSH","DMS","summer","EC-EARTH","gam"
NA,"SSHg","DMS","summer","EC-EARTH","gam"
NA,"SSTg","DMS","summer","EC-EARTH","gam"
NA,"DEP","DMS","summer","EC-EARTH","gam"
