"Overall","variable","sp","season","climate","method"
0,"WINu","ORC","winter","BCC-CSM1.1","gam"
0,"WINv","ORC","winter","BCC-CSM1.1","gam"
0,"WIN","ORC","winter","BCC-CSM1.1","gam"
0,"CURu","ORC","winter","BCC-CSM1.1","gam"
0,"CURv","ORC","winter","BCC-CSM1.1","gam"
0,"CUR","ORC","winter","BCC-CSM1.1","gam"
0,"SST","ORC","winter","BCC-CSM1.1","gam"
0,"SSH","ORC","winter","BCC-CSM1.1","gam"
0,"SSHg","ORC","winter","BCC-CSM1.1","gam"
0,"SSTg","ORC","winter","BCC-CSM1.1","gam"
NA,"DEP","ORC","winter","BCC-CSM1.1","gam"
