"Overall","variable","sp","season","climate","method"
7.72364625011285,"ICE","WCP","summer","ACCESS1-0","ann"
86.8387823194294,"SST","WCP","summer","ACCESS1-0","ann"
100,"WINu","WCP","summer","ACCESS1-0","ann"
33.6495167602294,"WINv","WCP","summer","ACCESS1-0","ann"
88.6413783838455,"WIN","WCP","summer","ACCESS1-0","ann"
0,"CURu","WCP","summer","ACCESS1-0","ann"
26.0113799953551,"CURv","WCP","summer","ACCESS1-0","ann"
7.27167942714282,"CUR","WCP","summer","ACCESS1-0","ann"
35.9370324309549,"SSH","WCP","summer","ACCESS1-0","ann"
22.5230522798502,"SSHg","WCP","summer","ACCESS1-0","ann"
8.71131952065181,"SSTg","WCP","summer","ACCESS1-0","ann"
87.3695023731427,"DEP","WCP","summer","ACCESS1-0","ann"
