"Overall","variable","sp","season","climate","method"
0,"WINu","AFS","winter","MIROC-ESM","gam"
NA,"WINv","AFS","winter","MIROC-ESM","gam"
NA,"WIN","AFS","winter","MIROC-ESM","gam"
NA,"CURu","AFS","winter","MIROC-ESM","gam"
NA,"CURv","AFS","winter","MIROC-ESM","gam"
NA,"CUR","AFS","winter","MIROC-ESM","gam"
NA,"SST","AFS","winter","MIROC-ESM","gam"
NA,"SSH","AFS","winter","MIROC-ESM","gam"
NA,"SSHg","AFS","winter","MIROC-ESM","gam"
NA,"SSTg","AFS","winter","MIROC-ESM","gam"
NA,"DEP","AFS","winter","MIROC-ESM","gam"
