"Overall","variable","sp","season","climate","method"
NA,"CURv","SES","summer","CMCC-CM","gam"
NA,"SST","SES","summer","CMCC-CM","gam"
NA,"SSH","SES","summer","CMCC-CM","gam"
NA,"SSHg","SES","summer","CMCC-CM","gam"
NA,"SSTg","SES","summer","CMCC-CM","gam"
NA,"CURu","SES","summer","CMCC-CM","gam"
0,"CUR","SES","summer","CMCC-CM","gam"
NA,"WINv","SES","summer","CMCC-CM","gam"
NA,"WINu","SES","summer","CMCC-CM","gam"
NA,"WIN","SES","summer","CMCC-CM","gam"
NA,"DEP","SES","summer","CMCC-CM","gam"
