"Overall","variable","sp","season","climate","method"
NA,"SST","KIN","winter","GISS-E2-H-CC","gam"
NA,"WINu","KIN","winter","GISS-E2-H-CC","gam"
NA,"WINv","KIN","winter","GISS-E2-H-CC","gam"
NA,"WIN","KIN","winter","GISS-E2-H-CC","gam"
NA,"SSTg","KIN","winter","GISS-E2-H-CC","gam"
NA,"CURv","KIN","winter","GISS-E2-H-CC","gam"
NA,"CUR","KIN","winter","GISS-E2-H-CC","gam"
NA,"CURu","KIN","winter","GISS-E2-H-CC","gam"
NA,"DEP","KIN","winter","GISS-E2-H-CC","gam"
