"Overall","variable","sp","climate","season","method"
0,"ICE","SES","BCC-CSM1.1","summer","rf"
90.1348010759555,"SST","SES","BCC-CSM1.1","summer","rf"
60.2931336754691,"SSTg","SES","BCC-CSM1.1","summer","rf"
57.4012589587588,"WINu","SES","BCC-CSM1.1","summer","rf"
50.9180387506395,"WINv","SES","BCC-CSM1.1","summer","rf"
62.7002644829749,"CURu","SES","BCC-CSM1.1","summer","rf"
62.9347748479218,"CURv","SES","BCC-CSM1.1","summer","rf"
82.3274423638187,"SSH","SES","BCC-CSM1.1","summer","rf"
100,"SSHg","SES","BCC-CSM1.1","summer","rf"
78.1285777503028,"DEP","SES","BCC-CSM1.1","summer","rf"
