"Overall","variable","sp","climate","season","method"
0,"ICE","LMS","CMCC-CM","winter","rf"
84.0158249416054,"SST","LMS","CMCC-CM","winter","rf"
42.545386459018,"SSTg","LMS","CMCC-CM","winter","rf"
100,"WINu","LMS","CMCC-CM","winter","rf"
68.3128194336781,"WINv","LMS","CMCC-CM","winter","rf"
38.6364279124352,"CURu","LMS","CMCC-CM","winter","rf"
51.1146126984351,"CURv","LMS","CMCC-CM","winter","rf"
66.9522241101728,"SSH","LMS","CMCC-CM","winter","rf"
31.2043426770727,"SSHg","LMS","CMCC-CM","winter","rf"
48.3003836588459,"DEP","LMS","CMCC-CM","winter","rf"
