"Obs","Sim","variable","sp","season","climate","method"
0,0,"ICE","SRP","summer","ACCESS1-0","svm"
100,100,"SST","SRP","summer","ACCESS1-0","svm"
93.0899396681393,93.0899396681393,"WINu","SRP","summer","ACCESS1-0","svm"
64.8526915639079,64.8526915639079,"WINv","SRP","summer","ACCESS1-0","svm"
92.5695024843311,92.5695024843311,"WIN","SRP","summer","ACCESS1-0","svm"
42.6025461643194,42.6025461643194,"CURu","SRP","summer","ACCESS1-0","svm"
16.5172458469781,16.5172458469781,"CURv","SRP","summer","ACCESS1-0","svm"
44.1423806407486,44.1423806407486,"CUR","SRP","summer","ACCESS1-0","svm"
89.5871277816876,89.5871277816876,"SSH","SRP","summer","ACCESS1-0","svm"
43.0112420383643,43.0112420383643,"SSHg","SRP","summer","ACCESS1-0","svm"
97.8110152381536,97.8110152381536,"SSTg","SRP","summer","ACCESS1-0","svm"
45.9465897441007,45.9465897441007,"DEP","SRP","summer","ACCESS1-0","svm"
