"Overall","variable","sp","season","climate","method"
0,"WINu","WCP","summer","MIROC-ESM","gam"
NA,"WINv","WCP","summer","MIROC-ESM","gam"
NA,"WIN","WCP","summer","MIROC-ESM","gam"
NA,"CURu","WCP","summer","MIROC-ESM","gam"
0,"CURv","WCP","summer","MIROC-ESM","gam"
NA,"CUR","WCP","summer","MIROC-ESM","gam"
NA,"SSHg","WCP","summer","MIROC-ESM","gam"
NA,"SST","WCP","summer","MIROC-ESM","gam"
NA,"SSH","WCP","summer","MIROC-ESM","gam"
NA,"SSTg","WCP","summer","MIROC-ESM","gam"
NA,"DEP","WCP","summer","MIROC-ESM","gam"
