"Overall","variable","sp","season","climate","method"
NA,"WINu","SFS","summer","NorESM1-M","gam"
NA,"WINv","SFS","summer","NorESM1-M","gam"
NA,"WIN","SFS","summer","NorESM1-M","gam"
NA,"SST","SFS","summer","NorESM1-M","gam"
NA,"SSH","SFS","summer","NorESM1-M","gam"
NA,"SSHg","SFS","summer","NorESM1-M","gam"
NA,"SSTg","SFS","summer","NorESM1-M","gam"
NA,"CURu","SFS","summer","NorESM1-M","gam"
NA,"CURv","SFS","summer","NorESM1-M","gam"
NA,"CUR","SFS","summer","NorESM1-M","gam"
NA,"DEP","SFS","summer","NorESM1-M","gam"
