"Overall","variable","sp","season","climate","method"
14.8880914652469,"ICE","SES","winter","NorESM1-M","ann"
69.0459267241905,"SST","SES","winter","NorESM1-M","ann"
83.8599979419751,"WINu","SES","winter","NorESM1-M","ann"
18.3558252296697,"WINv","SES","winter","NorESM1-M","ann"
100,"WIN","SES","winter","NorESM1-M","ann"
13.9196187911407,"CURu","SES","winter","NorESM1-M","ann"
24.7336749949572,"CURv","SES","winter","NorESM1-M","ann"
0,"CUR","SES","winter","NorESM1-M","ann"
12.3582372792915,"SSH","SES","winter","NorESM1-M","ann"
25.9811783338989,"SSHg","SES","winter","NorESM1-M","ann"
12.3075098965925,"SSTg","SES","winter","NorESM1-M","ann"
45.7254118950203,"DEP","SES","winter","NorESM1-M","ann"
