"Overall","variable","sp","season","climate","method"
0,"WINu","ORC","summer","ACCESS1-0","gam"
NA,"WINv","ORC","summer","ACCESS1-0","gam"
0,"WIN","ORC","summer","ACCESS1-0","gam"
0,"CURu","ORC","summer","ACCESS1-0","gam"
0,"CURv","ORC","summer","ACCESS1-0","gam"
0,"CUR","ORC","summer","ACCESS1-0","gam"
0,"SST","ORC","summer","ACCESS1-0","gam"
NA,"SSH","ORC","summer","ACCESS1-0","gam"
0,"SSHg","ORC","summer","ACCESS1-0","gam"
NA,"SSTg","ORC","summer","ACCESS1-0","gam"
NA,"DEP","ORC","summer","ACCESS1-0","gam"
