"Overall","variable","sp","climate","season","method"
0,"ICE","DMS","CMCC-CM","winter","rf"
85.9800437400951,"SST","DMS","CMCC-CM","winter","rf"
21.7161203130413,"SSTg","DMS","CMCC-CM","winter","rf"
29.3292560308137,"WINu","DMS","CMCC-CM","winter","rf"
31.5221569048256,"WINv","DMS","CMCC-CM","winter","rf"
24.9037211500131,"CURu","DMS","CMCC-CM","winter","rf"
17.6296328986043,"CURv","DMS","CMCC-CM","winter","rf"
100,"SSH","DMS","CMCC-CM","winter","rf"
16.8616952898238,"SSHg","DMS","CMCC-CM","winter","rf"
36.2477965008463,"DEP","DMS","CMCC-CM","winter","rf"
