"Overall","variable","sp","season","climate","method"
NA,"WINu","MAC","summer","EC-EARTH","gam"
NA,"WINv","MAC","summer","EC-EARTH","gam"
NA,"WIN","MAC","summer","EC-EARTH","gam"
NA,"SST","MAC","summer","EC-EARTH","gam"
NA,"CURu","MAC","summer","EC-EARTH","gam"
NA,"CURv","MAC","summer","EC-EARTH","gam"
NA,"CUR","MAC","summer","EC-EARTH","gam"
NA,"SSH","MAC","summer","EC-EARTH","gam"
NA,"SSHg","MAC","summer","EC-EARTH","gam"
NA,"SSTg","MAC","summer","EC-EARTH","gam"
NA,"DEP","MAC","summer","EC-EARTH","gam"
