"Overall","variable","sp","climate","season","method"
0,"ICE","LMS","CMCC-CM","winter","gbm"
100,"SST","LMS","CMCC-CM","winter","gbm"
8.87329679121975,"SSTg","LMS","CMCC-CM","winter","gbm"
3.50986584634066,"WIN","LMS","CMCC-CM","winter","gbm"
68.6352744935306,"WINu","LMS","CMCC-CM","winter","gbm"
43.4650339231704,"WINv","LMS","CMCC-CM","winter","gbm"
2.73338313050785,"CUR","LMS","CMCC-CM","winter","gbm"
8.35127662605075,"CURu","LMS","CMCC-CM","winter","gbm"
26.0175446589964,"CURv","LMS","CMCC-CM","winter","gbm"
73.2859529327285,"SSH","LMS","CMCC-CM","winter","gbm"
24.9306929508446,"SSHg","LMS","CMCC-CM","winter","gbm"
4.50364893999265,"DEP","LMS","CMCC-CM","winter","gbm"
