"Overall","variable","sp","season","climate","method"
0,"WINu","ORC","winter","EC-EARTH","gam"
0,"WINv","ORC","winter","EC-EARTH","gam"
0,"WIN","ORC","winter","EC-EARTH","gam"
0,"CURu","ORC","winter","EC-EARTH","gam"
0,"SST","ORC","winter","EC-EARTH","gam"
0,"CURv","ORC","winter","EC-EARTH","gam"
0,"CUR","ORC","winter","EC-EARTH","gam"
0,"SSH","ORC","winter","EC-EARTH","gam"
0,"SSHg","ORC","winter","EC-EARTH","gam"
0,"SSTg","ORC","winter","EC-EARTH","gam"
NA,"DEP","ORC","winter","EC-EARTH","gam"
