"Obs","Sim","variable","sp","season","climate","method"
0,0,"ICE","MAC","summer","EC-EARTH","svm"
72.1834656834923,72.1834656834923,"SST","MAC","summer","EC-EARTH","svm"
11.8837761773335,11.8837761773335,"WINu","MAC","summer","EC-EARTH","svm"
9.19372673765117,9.19372673765117,"WINv","MAC","summer","EC-EARTH","svm"
19.4162530545567,19.4162530545567,"WIN","MAC","summer","EC-EARTH","svm"
32.1498449619968,32.1498449619968,"CURu","MAC","summer","EC-EARTH","svm"
83.1866082096181,83.1866082096181,"CURv","MAC","summer","EC-EARTH","svm"
22.0400852685732,22.0400852685732,"CUR","MAC","summer","EC-EARTH","svm"
100,100,"SSH","MAC","summer","EC-EARTH","svm"
50.1205918841023,50.1205918841023,"SSHg","MAC","summer","EC-EARTH","svm"
91.2529994982588,91.2529994982588,"SSTg","MAC","summer","EC-EARTH","svm"
59.4574035056663,59.4574035056663,"DEP","MAC","summer","EC-EARTH","svm"
