"Obs","Sim","variable","sp","season","climate","method"
8.34314963362163,8.34314963362163,"ICE","IYA","summer","CMCC-CM","svm"
100,100,"SST","IYA","summer","CMCC-CM","svm"
7.54576720301437,7.54576720301437,"WINu","IYA","summer","CMCC-CM","svm"
82.5558325426335,82.5558325426335,"WINv","IYA","summer","CMCC-CM","svm"
7.72939220291062,7.72939220291062,"WIN","IYA","summer","CMCC-CM","svm"
29.5339477963755,29.5339477963755,"CURu","IYA","summer","CMCC-CM","svm"
18.2501417448858,18.2501417448858,"CURv","IYA","summer","CMCC-CM","svm"
0,0,"CUR","IYA","summer","CMCC-CM","svm"
98.565367428478,98.565367428478,"SSH","IYA","summer","CMCC-CM","svm"
12.7265739078173,12.7265739078173,"SSHg","IYA","summer","CMCC-CM","svm"
95.9521977305876,95.9521977305876,"SSTg","IYA","summer","CMCC-CM","svm"
41.0786225468589,41.0786225468589,"DEP","IYA","summer","CMCC-CM","svm"
