"Overall","variable","sp","season","climate","method"
NA,"WINu","WCP","summer","ACCESS1-0","gam"
NA,"WINv","WCP","summer","ACCESS1-0","gam"
NA,"WIN","WCP","summer","ACCESS1-0","gam"
NA,"SST","WCP","summer","ACCESS1-0","gam"
NA,"SSH","WCP","summer","ACCESS1-0","gam"
NA,"SSHg","WCP","summer","ACCESS1-0","gam"
NA,"SSTg","WCP","summer","ACCESS1-0","gam"
NA,"CURv","WCP","summer","ACCESS1-0","gam"
NA,"CURu","WCP","summer","ACCESS1-0","gam"
NA,"CUR","WCP","summer","ACCESS1-0","gam"
NA,"DEP","WCP","summer","ACCESS1-0","gam"
