"Overall","variable","sp","season","climate","method"
0,"ICE","IYA","winter","NorESM1-M","ann"
28.1953840507489,"SST","IYA","winter","NorESM1-M","ann"
80.7389820175962,"WINu","IYA","winter","NorESM1-M","ann"
100,"WINv","IYA","winter","NorESM1-M","ann"
42.1380534742887,"WIN","IYA","winter","NorESM1-M","ann"
75.8016900867341,"CURu","IYA","winter","NorESM1-M","ann"
21.1847789431314,"CURv","IYA","winter","NorESM1-M","ann"
70.4329991135129,"CUR","IYA","winter","NorESM1-M","ann"
79.9541060489136,"SSH","IYA","winter","NorESM1-M","ann"
45.247188977609,"SSHg","IYA","winter","NorESM1-M","ann"
55.5099829402672,"SSTg","IYA","winter","NorESM1-M","ann"
96.9807716081526,"DEP","IYA","winter","NorESM1-M","ann"
