"Obs","Sim","variable","sp","season","climate","method"
0,0,"ICE","SRP","winter","NorESM1-M","svm"
74.1868347470028,74.1868347470028,"SST","SRP","winter","NorESM1-M","svm"
100,100,"WINu","SRP","winter","NorESM1-M","svm"
68.9477708708611,68.9477708708611,"WINv","SRP","winter","NorESM1-M","svm"
99.2690636005766,99.2690636005766,"WIN","SRP","winter","NorESM1-M","svm"
23.4174693333772,23.4174693333772,"CURu","SRP","winter","NorESM1-M","svm"
64.2723953980322,64.2723953980322,"CURv","SRP","winter","NorESM1-M","svm"
36.9286354155329,36.9286354155329,"CUR","SRP","winter","NorESM1-M","svm"
73.3846324431247,73.3846324431247,"SSH","SRP","winter","NorESM1-M","svm"
20.4096301993475,20.4096301993475,"SSHg","SRP","winter","NorESM1-M","svm"
84.2445833371178,84.2445833371178,"SSTg","SRP","winter","NorESM1-M","svm"
16.4497444711097,16.4497444711097,"DEP","SRP","winter","NorESM1-M","svm"
