"Overall","variable","sp","climate","season","method"
0,"ICE","NGP","EC-EARTH","winter","rf"
45.3114756126444,"SST","NGP","EC-EARTH","winter","rf"
39.4009322082639,"SSTg","NGP","EC-EARTH","winter","rf"
44.3356098119225,"WINu","NGP","EC-EARTH","winter","rf"
41.6067640354108,"WINv","NGP","EC-EARTH","winter","rf"
31.9864765533452,"CURu","NGP","EC-EARTH","winter","rf"
26.1057891593759,"CURv","NGP","EC-EARTH","winter","rf"
43.6927723611028,"SSH","NGP","EC-EARTH","winter","rf"
35.0385577663804,"SSHg","NGP","EC-EARTH","winter","rf"
100,"DEP","NGP","EC-EARTH","winter","rf"
