"Obs","Sim","variable","sp","season","climate","method"
0,0,"ICE","WCP","summer","CMCC-CM","svm"
100,100,"SST","WCP","summer","CMCC-CM","svm"
84.5923636089029,84.5923636089029,"WINu","WCP","summer","CMCC-CM","svm"
79.4379597299977,79.4379597299977,"WINv","WCP","summer","CMCC-CM","svm"
80.0493016377907,80.0493016377907,"WIN","WCP","summer","CMCC-CM","svm"
63.1040846012531,63.1040846012531,"CURu","WCP","summer","CMCC-CM","svm"
47.9547077953182,47.9547077953182,"CURv","WCP","summer","CMCC-CM","svm"
2.89238846999075,2.89238846999075,"CUR","WCP","summer","CMCC-CM","svm"
91.122017729077,91.122017729077,"SSH","WCP","summer","CMCC-CM","svm"
15.7432372307919,15.7432372307919,"SSHg","WCP","summer","CMCC-CM","svm"
65.3377610935529,65.3377610935529,"SSTg","WCP","summer","CMCC-CM","svm"
41.1238053497231,41.1238053497231,"DEP","WCP","summer","CMCC-CM","svm"
