"Overall","variable","sp","season","climate","method"
NA,"WINu","SRP","summer","EC-EARTH","gam"
NA,"WINv","SRP","summer","EC-EARTH","gam"
NA,"WIN","SRP","summer","EC-EARTH","gam"
NA,"SST","SRP","summer","EC-EARTH","gam"
NA,"CURu","SRP","summer","EC-EARTH","gam"
NA,"CURv","SRP","summer","EC-EARTH","gam"
NA,"CUR","SRP","summer","EC-EARTH","gam"
NA,"SSH","SRP","summer","EC-EARTH","gam"
NA,"SSHg","SRP","summer","EC-EARTH","gam"
NA,"SSTg","SRP","summer","EC-EARTH","gam"
NA,"DEP","SRP","summer","EC-EARTH","gam"
