"Obs","Sim","variable","sp","season","climate","method"
1.82327356833037,1.82327356833037,"ICE","NGP","winter","EC-EARTH","svm"
73.7696188457456,73.7696188457456,"SST","NGP","winter","EC-EARTH","svm"
56.0604210207121,56.0604210207121,"WINu","NGP","winter","EC-EARTH","svm"
50.2402511497652,50.2402511497652,"WINv","NGP","winter","EC-EARTH","svm"
63.3484851637913,63.3484851637913,"WIN","NGP","winter","EC-EARTH","svm"
42.1233927812279,42.1233927812279,"CURu","NGP","winter","EC-EARTH","svm"
16.4453627371995,16.4453627371995,"CURv","NGP","winter","EC-EARTH","svm"
34.2217359895116,34.2217359895116,"CUR","NGP","winter","EC-EARTH","svm"
40.9855606722299,40.9855606722299,"SSH","NGP","winter","EC-EARTH","svm"
0,0,"SSHg","NGP","winter","EC-EARTH","svm"
12.9583646725509,12.9583646725509,"SSTg","NGP","winter","EC-EARTH","svm"
100,100,"DEP","NGP","winter","EC-EARTH","svm"
