"Overall","variable","sp","season","climate","method"
NA,"WINu","SRP","summer","BCC-CSM1.1","gam"
NA,"WINv","SRP","summer","BCC-CSM1.1","gam"
NA,"WIN","SRP","summer","BCC-CSM1.1","gam"
NA,"CURu","SRP","summer","BCC-CSM1.1","gam"
NA,"CURv","SRP","summer","BCC-CSM1.1","gam"
NA,"CUR","SRP","summer","BCC-CSM1.1","gam"
NA,"SST","SRP","summer","BCC-CSM1.1","gam"
NA,"SSH","SRP","summer","BCC-CSM1.1","gam"
NA,"SSHg","SRP","summer","BCC-CSM1.1","gam"
NA,"SSTg","SRP","summer","BCC-CSM1.1","gam"
NA,"DEP","SRP","summer","BCC-CSM1.1","gam"
