"Obs","Sim","variable","sp","season","climate","method"
0,0,"ICE","SFS","summer","CMCC-CM","svm"
70.1072637373654,70.1072637373654,"SST","SFS","summer","CMCC-CM","svm"
56.6816648716413,56.6816648716413,"WINu","SFS","summer","CMCC-CM","svm"
78.6545553274462,78.6545553274462,"WINv","SFS","summer","CMCC-CM","svm"
62.2302912219655,62.2302912219655,"WIN","SFS","summer","CMCC-CM","svm"
35.2879472895502,35.2879472895502,"CURu","SFS","summer","CMCC-CM","svm"
55.8835746138959,55.8835746138959,"CURv","SFS","summer","CMCC-CM","svm"
54.7127430362514,54.7127430362514,"CUR","SFS","summer","CMCC-CM","svm"
98.1724535803098,98.1724535803098,"SSH","SFS","summer","CMCC-CM","svm"
13.8070936624311,13.8070936624311,"SSHg","SFS","summer","CMCC-CM","svm"
100,100,"SSTg","SFS","summer","CMCC-CM","svm"
44.8021660973506,44.8021660973506,"DEP","SFS","summer","CMCC-CM","svm"
