"Overall","variable","sp","season","climate","method"
NA,"WINu","NGP","winter","NorESM1-M","gam"
NA,"WINv","NGP","winter","NorESM1-M","gam"
NA,"WIN","NGP","winter","NorESM1-M","gam"
NA,"CURv","NGP","winter","NorESM1-M","gam"
NA,"SST","NGP","winter","NorESM1-M","gam"
NA,"SSH","NGP","winter","NorESM1-M","gam"
NA,"SSHg","NGP","winter","NorESM1-M","gam"
NA,"SSTg","NGP","winter","NorESM1-M","gam"
0,"CURu","NGP","winter","NorESM1-M","gam"
0,"CUR","NGP","winter","NorESM1-M","gam"
NA,"DEP","NGP","winter","NorESM1-M","gam"
