"Overall","variable","sp","climate","season","method"
0,"ICE","LMS","EC-EARTH","winter","gbm"
100,"SST","LMS","EC-EARTH","winter","gbm"
10.8911186057874,"SSTg","LMS","EC-EARTH","winter","gbm"
4.10206430062382,"WIN","LMS","EC-EARTH","winter","gbm"
45.1260957101483,"WINu","LMS","EC-EARTH","winter","gbm"
27.8231386188468,"WINv","LMS","EC-EARTH","winter","gbm"
8.56796150450658,"CUR","LMS","EC-EARTH","winter","gbm"
6.3298361278633,"CURu","LMS","EC-EARTH","winter","gbm"
17.437169178777,"CURv","LMS","EC-EARTH","winter","gbm"
57.558901385779,"SSH","LMS","EC-EARTH","winter","gbm"
11.8823136505096,"SSHg","LMS","EC-EARTH","winter","gbm"
9.47600740640407,"DEP","LMS","EC-EARTH","winter","gbm"
